row_index,Mfg_Part_Num,MANUFACTURER_NAME,BRAND_NAME,confidence_score,needs_human_review,review_reason,groundedness_score
332,8904015,Boise Cascade Building Materials,JAMESHARDIE,1.0,False,Clean,1.0
333,25796,U S Lumber,LP SMARTSIDE,1.0,False,Clean,1.0
334,40503,U S Lumber,LP SMARTSIDE,1.0,False,Clean,1.0
335,25825,U S Lumber,LP SMARTSIDE,1.0,False,Clean,1.0
336,25822,U S Lumber,LP SMARTSIDE,1.0,False,Clean,1.0
337,543650101,Boise Cascade Building Materials,TREX®,1.0,False,Clean,1.0
338,543650010,Boise Cascade Building Materials,TREX®,1.0,False,Clean,1.0
339,543650048,Boise Cascade Building Materials,TREX®,1.0,False,Clean,1.0
340,1506969,,,0.75,True,Missing Manufacturer/Brand,1.0
341,1514681,,,0.75,True,Missing Manufacturer/Brand,1.0
342,1514726,,,0.75,True,Missing Manufacturer/Brand,1.0
343,1728ABL,Palmer Donavin Mfg Company,Palmer Donavin Mfg Company,1.0,False,Clean,1.0
344,402-R,MillerTech Energy Solutions,MillerTech Energy Solutions,1.0,False,Clean,1.0
345,SL1672,,Schumacher,0.925,False,Clean,1.0
346,BM-DW20-YLW-6,Metalmark Industrial Inc,StealthMounts,1.0,False,Clean,1.0
347,BHA1-UPC,Southwire/g Turner,Southwire,1.0,False,Clean,1.0
348,G1941-UPC,Southwire/g Turner,Southwire,1.0,False,Clean,1.0
349,G1950-UPC,Southwire/g Turner,Southwire,1.0,False,Clean,1.0
350,A410RCAR,Thomas & Betts,Carlon,1.0,False,Clean,1.0
351,G1951-UPC,Southwire/g Turner,Southwire,1.0,False,Clean,1.0
352,52C3-5/8-UPC,Southwire/g Turner,Southwire,1.0,False,Clean,1.0
353,52C14-5/8-UPC,Southwire/g Turner,Southwire,1.0,False,Clean,1.0
354,52C3-UPC,Southwire/g Turner,Southwire,1.0,False,Clean,1.0
355,54151-F-UPC,Southwire/g Turner,Southwire,1.0,False,Clean,1.0
356,54151-HUR-UPC,Southwire/g Turner,Southwire,1.0,False,Clean,1.0
357,54151-JR-UPC,Southwire/g Turner,Southwire,1.0,False,Clean,1.0
358,54171-R-UPC,Southwire/g Turner,Southwire,1.0,False,Clean,1.0
359,52151-S-UPC,Southwire/g Turner,Southwire,1.0,False,Clean,1.0
360,72171-3/4-1W-UPC,Southwire/g Turner,Southwire,1.0,False,Clean,1.0
361,5522-5EV,Cooper Wiring Devices,Cooper Wiring Devices,1.0,False,Clean,1.0
362,AYCL-153PH-LA,Fenton Bros Electric Inc,Fenton Bros Electric Inc,1.0,False,Clean,1.0
363,AYCL-153PH-WH,Fenton Bros Electric Inc,Fenton Bros Electric Inc,1.0,False,Clean,1.0
364,D23LP-R02-1RW,Leviton Mfg Co,LEVITON®,1.0,False,Clean,1.0
365,TNOCD002,Prime Wire & Cable,Prime,1.0,False,Clean,1.0
366,TNDHD002,Prime Wire & Cable,Prime,1.0,False,Clean,1.0
367,TNIDP12,Prime Wire & Cable,Prime,1.0,False,Clean,1.0
368,TNIW24,Prime Wire & Cable,Prime,1.0,False,Clean,1.0
369,65-1222,Satco Prod Inc,Satco Prod Inc,1.0,False,Clean,1.0
370,65-1224,Satco Prod Inc,SATCO®,1.0,False,Clean,1.0
371,45297BK,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
372,45573BK,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
373,37418A,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
374,37423A,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
375,45496BKCLR,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
376,45973BK,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
377,55155BK,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
378,55157CPZ,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
379,55184BK,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
380,55185BK,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
381,55186CH,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
382,55210NI,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
383,55211BK,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
384,55211NI,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
385,55212NI,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
386,55226BKLFU,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
387,55239CPZLED,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
388,44072DBK,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
389,44073NI,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
390,52033BK,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
391,84322WH,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
392,52404BK,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
393,34686A,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
394,34687A,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
395,34688A,,,0.75,True,Missing Manufacturer/Brand,1.0
396,43671BKCLR,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
397,52616BK,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
398,52616NI,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
399,52678BK,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
400,52680CPZ,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
401,52772BK,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
402,82399,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
403,65-771R3,Satco Prod Inc,Satco Prod Inc,1.0,False,Clean,1.0
404,42955BK,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
405,42275BK,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
406,62-1850,Satco Prod Inc,Satco Prod Inc,1.0,False,Clean,1.0
407,62-1852,Satco Prod Inc,Satco Prod Inc,1.0,False,Clean,1.0
408,62-1875,Satco Prod Inc,Satco Prod Inc,1.0,False,Clean,1.0
409,62-1876,Satco Prod Inc,Satco Prod Inc,1.0,False,Clean,1.0
410,42296BK,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
411,43913BK,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
412,HLSMS9129FS1E,Cooper Lighting,Cooper Lighting,1.0,False,Clean,1.0
413,64-110,Satco Prod Inc,Satco Prod Inc,1.0,False,Clean,1.0
414,603571,Phillips Lighting,Wiz,1.0,False,Clean,1.0
415,65-572R1,Satco Prod Inc,Satco Prod Inc,1.0,False,Clean,1.0
416,52476AVI,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
417,42199BK,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
418,42199BKCS,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
419,42200BK,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
420,42200BKCS,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
421,43851BK,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
422,43852BK,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
423,43853BK,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
424,43905BK,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
425,43911BK,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
426,52529BK,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
427,52662BKCLR,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
428,52734CPZ,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
429,82400,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
430,S11606,Satco Prod Inc,Satco Prod Inc,1.0,False,Clean,1.0
431,S11828,Satco Prod Inc,Satco Prod Inc,1.0,False,Clean,1.0
432,801274,Phillips Lighting,Philips,1.0,False,Clean,1.0
433,S11860,Satco Prod Inc,Satco Prod Inc,1.0,False,Clean,1.0
434,S11562,Satco Prod Inc,Satco Prod Inc,1.0,False,Clean,1.0
435,S11646,Satco Prod Inc,Satco Prod Inc,1.0,False,Clean,1.0
436,S11801R1,Satco Prod Inc,Satco Prod Inc,1.0,False,Clean,1.0
437,S11848,Satco Prod Inc,Satco Prod Inc,1.0,False,Clean,1.0
438,S11849,Satco Prod Inc,Satco Prod Inc,1.0,False,Clean,1.0
439,HLBSL609FS5,Cooper Lighting,Cooper Lighting,1.0,False,Clean,1.0
440,WF4REGSWW590CRIMW,Lithonia Lighting,Lithonia Lighting,1.0,False,Clean,1.0
441,43849WH5CCT,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
442,62-1777,Satco Prod Inc,Satco Prod Inc,1.0,False,Clean,1.0
443,62-1778,Satco Prod Inc,Satco Prod Inc,1.0,False,Clean,1.0
444,62-1784,Satco Prod Inc,Satco Prod Inc,1.0,False,Clean,1.0
445,62-1787,Satco Prod Inc,Satco Prod Inc,1.0,False,Clean,1.0
446,62-1788,Satco Prod Inc,Satco Prod Inc,1.0,False,Clean,1.0
447,SHOP/4X2/840/V1,Feit Electric,Feit Electric,1.0,False,Clean,1.0
448,45495BKCLR,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
449,55209NI,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
450,65-1210,Satco Prod Inc,Satco Prod Inc,1.0,False,Clean,1.0
451,65-1211,Satco Prod Inc,Satco Prod Inc,1.0,False,Clean,1.0
452,141465,Phillips Lighting,Philips,1.0,False,Clean,1.0
453,391227,Phillips Lighting,Philips,1.0,False,Clean,1.0
454,392225,Phillips Lighting,Philips,1.0,False,Clean,1.0
455,S3539,Satco Prod Inc,SATCO®,1.0,False,Clean,1.0
456,S3496,Satco Prod Inc,SATCO®,1.0,False,Clean,1.0
457,467316,Phillips Lighting,Philips,1.0,False,Clean,1.0
458,S3709,Satco Prod Inc,SATCO®,1.0,False,Clean,1.0
459,S4720,Satco Prod Inc,SATCO®,1.0,False,Clean,1.0
460,S3720,Satco Prod Inc,SATCO®,1.0,False,Clean,1.0
461,S3702,Satco Prod Inc,SATCO®,1.0,False,Clean,1.0
462,S3703,Satco Prod Inc,SATCO®,1.0,False,Clean,1.0
463,S3797,Satco Prod Inc,SATCO®,1.0,False,Clean,1.0
464,S4724,Satco Prod Inc,SATCO®,1.0,False,Clean,1.0
465,S4717,Satco Prod Inc,SATCO®,1.0,False,Clean,1.0
466,S3794,Satco Prod Inc,SATCO®,1.0,False,Clean,1.0
467,S3795,Satco Prod Inc,SATCO®,1.0,False,Clean,1.0
468,S4726,Satco Prod Inc,SATCO®,1.0,False,Clean,1.0
469,S11429,Satco Prod Inc,SATCO®,1.0,False,Clean,1.0
470,S21354,Satco Prod Inc,Satco Prod Inc,1.0,False,Clean,1.0
471,S21363,Satco Prod Inc,Satco Prod Inc,1.0,False,Clean,1.0
472,S11445,Satco Prod Inc,Satco Prod Inc,1.0,False,Clean,1.0
473,567313,Phillips Lighting,Philips,1.0,False,Clean,1.0
474,586875,Phillips Lighting,Philips,1.0,False,Clean,1.0
475,576355,Phillips Lighting,Philips,1.0,False,Clean,1.0
476,576363,Phillips Lighting,Philips,1.0,False,Clean,1.0
477,565374,Phillips Lighting,Philips,1.0,False,Clean,1.0
478,565390,Phillips Lighting,Philips,1.0,False,Clean,1.0
479,576371,Phillips Lighting,Philips,1.0,False,Clean,1.0
480,576496,Phillips Lighting,Philips,1.0,False,Clean,1.0
481,564856,Phillips Lighting,Philips,1.0,False,Clean,1.0
482,565796,Phillips Lighting,Philips,1.0,False,Clean,1.0
483,576389,Phillips Lighting,Philips,1.0,False,Clean,1.0
484,564492,Phillips Lighting,Philips,1.0,False,Clean,1.0
485,603449,Phillips Lighting,Wiz,1.0,False,Clean,1.0
486,586909,Phillips Lighting,Philips,1.0,False,Clean,1.0
487,566364,Phillips Lighting,Philips,1.0,False,Clean,1.0
488,576397,Phillips Lighting,Philips,1.0,False,Clean,1.0
489,571497,Phillips Lighting,Philips,1.0,False,Clean,1.0
490,576306,Phillips Lighting,Philips,1.0,False,Clean,1.0
491,588533,Phillips Lighting,Philips,1.0,False,Clean,1.0
492,576520,Phillips Lighting,Philips,1.0,False,Clean,1.0
493,574004,Phillips Lighting,Philips,1.0,False,Clean,1.0
494,574012,Phillips Lighting,Philips,1.0,False,Clean,1.0
495,573971,Phillips Lighting,Philips,1.0,False,Clean,1.0
496,573989,Phillips Lighting,Philips,1.0,False,Clean,1.0
497,576769,Phillips Lighting,Philips,1.0,False,Clean,1.0
498,567446,Phillips Lighting,Philips,1.0,False,Clean,1.0
499,573997,Phillips Lighting,Philips,1.0,False,Clean,1.0
500,571463,Phillips Lighting,Philips,1.0,False,Clean,1.0
501,576512,Phillips Lighting,Philips,1.0,False,Clean,1.0
502,581181,Phillips Lighting,Philips,1.0,False,Clean,1.0
503,GT-CB-100C,Keystone,GT-Lite,1.0,False,Clean,1.0
504,566430,Phillips Lighting,Philips,1.0,False,Clean,1.0
505,568337,Phillips Lighting,Philips,1.0,False,Clean,1.0
506,565788,Phillips Lighting,Philips,1.0,False,Clean,1.0
507,565770,Phillips Lighting,Philips,1.0,False,Clean,1.0
508,573436,Phillips Lighting,Philips,1.0,False,Clean,1.0
509,576538,Phillips Lighting,Philips,1.0,False,Clean,1.0
510,573451,Phillips Lighting,Philips,1.0,False,Clean,1.0
511,586883,Phillips Lighting,Philips,1.0,False,Clean,1.0
512,586859,Phillips Lighting,Philips,1.0,False,Clean,1.0
513,576488,Phillips Lighting,Philips,1.0,False,Clean,1.0
514,575217,Phillips Lighting,Philips,1.0,False,Clean,1.0
515,586479,Phillips Lighting,Philips,1.0,False,Clean,1.0
516,571471,Phillips Lighting,Philips,1.0,False,Clean,1.0
517,570762,Phillips Lighting,Philips,1.0,False,Clean,1.0
518,533352,Phillips Lighting,Philips,1.0,False,Clean,1.0
519,573519,Phillips Lighting,Philips,1.0,False,Clean,1.0
520,573378,Phillips Lighting,Philips,1.0,False,Clean,1.0
521,565622,Phillips Lighting,Philips,1.0,False,Clean,1.0
522,586891,Phillips Lighting,Philips,1.0,False,Clean,1.0
523,585448,Phillips Lighting,Philips,1.0,False,Clean,1.0
524,573444,Phillips Lighting,Philips,1.0,False,Clean,1.0
525,566687,Phillips Lighting,Philips,1.0,False,Clean,1.0
526,564385,Phillips Lighting,Philips,1.0,False,Clean,1.0
527,566661,Phillips Lighting,Philips,1.0,False,Clean,1.0
528,564898,Phillips Lighting,Philips,1.0,False,Clean,1.0
529,538319,Phillips Lighting,Philips,1.0,False,Clean,1.0
530,576009,Phillips Lighting,Philips,1.0,False,Clean,1.0
531,564450,Phillips Lighting,Philips,1.0,False,Clean,1.0
532,572669,Phillips Lighting,Philips,1.0,False,Clean,1.0
533,564906,Phillips Lighting,Philips,1.0,False,Clean,1.0
534,573410,Phillips Lighting,Philips,1.0,False,Clean,1.0
535,576504,Phillips Lighting,Philips,1.0,False,Clean,1.0
536,576017,Phillips Lighting,Philips,1.0,False,Clean,1.0
537,574392,Phillips Lighting,Philips,1.0,False,Clean,1.0
538,576751,Phillips Lighting,Philips,1.0,False,Clean,1.0
539,583161,Phillips Lighting,Philips,1.0,False,Clean,1.0
540,566695,Phillips Lighting,Philips,1.0,False,Clean,1.0
541,577007,Phillips Lighting,Philips,1.0,False,Clean,1.0
542,566653,Phillips Lighting,Philips,1.0,False,Clean,1.0
543,566679,Phillips Lighting,Philips,1.0,False,Clean,1.0
544,573311,Phillips Lighting,Philips,1.0,False,Clean,1.0
545,573394,Phillips Lighting,Philips,1.0,False,Clean,1.0
546,573329,Phillips Lighting,Philips,1.0,False,Clean,1.0
547,564930,Phillips Lighting,Philips,1.0,False,Clean,1.0
548,565000,Phillips Lighting,Philips,1.0,False,Clean,1.0
549,564922,Phillips Lighting,Philips,1.0,False,Clean,1.0
550,573295,Phillips Lighting,Philips,1.0,False,Clean,1.0
551,564914,Phillips Lighting,Philips,1.0,False,Clean,1.0
552,573485,Phillips Lighting,Philips,1.0,False,Clean,1.0
553,573337,Phillips Lighting,Philips,1.0,False,Clean,1.0
554,544874,Phillips Lighting,Philips,1.0,False,Clean,1.0
555,570846,Phillips Lighting,Philips,1.0,False,Clean,1.0
556,565473,Phillips Lighting,Philips,1.0,False,Clean,1.0
557,573402,Phillips Lighting,Philips,1.0,False,Clean,1.0
558,573352,Phillips Lighting,Philips,1.0,False,Clean,1.0
559,573428,Phillips Lighting,Philips,1.0,False,Clean,1.0
560,573386,Phillips Lighting,Philips,1.0,False,Clean,1.0
561,564948,Phillips Lighting,Philips,1.0,False,Clean,1.0
562,573303,Phillips Lighting,Philips,1.0,False,Clean,1.0
563,573188,Phillips Lighting,Philips,1.0,False,Clean,1.0
564,573469,Phillips Lighting,Philips,1.0,False,Clean,1.0
565,565671,Phillips Lighting,Philips,1.0,False,Clean,1.0
566,573204,Phillips Lighting,Philips,1.0,False,Clean,1.0
567,581199,Phillips Lighting,Philips,1.0,False,Clean,1.0
568,565887,Phillips Lighting,Philips,1.0,False,Clean,1.0
569,586867,Phillips Lighting,Philips,1.0,False,Clean,1.0
570,568451,Phillips Lighting,Philips,1.0,False,Clean,1.0
571,568444,Phillips Lighting,Philips,1.0,False,Clean,1.0
572,573196,Phillips Lighting,Philips,1.0,False,Clean,1.0
573,564500,Phillips Lighting,Philips,1.0,False,Clean,1.0
574,571513,Phillips Lighting,Philips,1.0,False,Clean,1.0
575,588566,Phillips Lighting,Philips,1.0,False,Clean,1.0
576,565655,Phillips Lighting,Philips,1.0,False,Clean,1.0
577,565812,Phillips Lighting,Philips,1.0,False,Clean,1.0
578,586917,Phillips Lighting,Philips,1.0,False,Clean,1.0
579,46719,Maxsa Innovations,Maxsa Innovations,1.0,False,Clean,1.0
580,59061BSL,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
581,59062BSL,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
582,59124BKT,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
583,59025BK,Kichler Lighting,Kichler Lighting,1.0,False,Clean,1.0
584,DCL183,Black & Decker/dewlt,DEWALT®,1.0,False,Clean,1.0
585,73020,Streamlight,Streamlight,1.0,False,Clean,1.0
586,NEB-FLT-1021,ACG Brands,ACG Brands,1.0,False,Clean,1.0
587,NEB-FLT-0053,ACG Brands,ACG Brands,1.0,False,Clean,1.0
588,97708,Police Security,Police Security,1.0,False,Clean,1.0
589,WORK6000XLTPPLUG,Feit Electric,Feit Electric,1.0,False,Clean,1.0
590,HOM2040M200PRB,Square D Con Prod Dv,Square D Con Prod Dv,1.0,False,Clean,1.0
591,HOM3060L225PGC,Square D Con Prod Dv,Square D,1.0,False,Clean,1.0
592,QO612L100RBCP,Square D Con Prod Dv,Square D,1.0,False,Clean,1.0
593,13093005,Southwire/g Turner,Southwire/g Turner,1.0,False,Clean,1.0
594,12-4 SO,,,0.75,True,Missing Manufacturer/Brand,1.0
595,96263-46-06,Woods Wire Southwire,Woods Wire Southwire,1.0,False,Clean,1.0
596,R50003-ID,Southwire/g Turner,Southwire/g Turner,1.0,False,Clean,1.0
597,10-4 SO,Southwire/g Turner,Southwire/g Turner,1.0,False,Clean,1.0
598,23346-0408,,,0.75,True,Missing Manufacturer/Brand,1.0
599,2/2/4 UD ALUM,Southwire/g Turner,Southwire/g Turner,1.0,False,Clean,1.0
600,55418901,Southwire/g Turner,Southwire/g Turner,1.0,False,Clean,1.0
601,CG50K,Fenton Bros Electric Inc,Fenton Bros Electric Inc,1.0,False,Clean,1.0
602,R02-D215P-1RW,Leviton Mfg Co,LEVITON®,1.0,False,Clean,1.0
603,PBUC013,Prime Wire & Cable,Prime,1.0,False,Clean,1.0
604,R00-GFNT1-00K,Leviton Mfg Co,LEVITON®,1.0,False,Clean,1.0
605,R92-GFWT1-0KW,Leviton Mfg Co,LEVITON®,1.0,False,Clean,1.0
606,R12-AGTR1-0KW,Leviton Mfg Co,LEVITON®,1.0,False,Clean,1.0
607,R62-GFTA1-0KW,Leviton Mfg Co,LEVITON®,1.0,False,Clean,1.0
608,165-04729-00C,Leviton Mfg Co,LEVITON®,1.0,False,Clean,1.0
609,161-04720-00C,Leviton Mfg Co,LEVITON®,1.0,False,Clean,1.0
610,R02-GUAC1-0BW,Leviton Mfg Co,LEVITON®,1.0,False,Clean,1.0
611,R56-CBR15-00T,Leviton Mfg Co,LEVITON®,1.0,False,Clean,1.0
612,R20-05378-P00,Leviton Mfg Co,LEVITON®,1.0,False,Clean,1.0
613,WC1V12W-SG-UPC,Southwire/g Turner,Southwire,1.0,False,Clean,1.0
614,R51-GSRA1-THD,Leviton Mfg Co,LEVITON®,1.0,False,Clean,1.0
615,R62-CBR15-00W,Leviton Mfg Co,LEVITON®,1.0,False,Clean,1.0
616,S03-05226-IS,Leviton Mfg Co,LEVITON®,1.0,False,Clean,1.0
617,174-0CSB3-15W,Leviton Mfg Co,Leviton Mfg Co,1.0,False,Clean,1.0
618,R50-0SL13-000,Leviton Mfg Co,LEVITON®,1.0,False,Clean,1.0
619,R52-0PJ13-00W,Leviton Mfg Co,LEVITON®,1.0,False,Clean,1.0
620,XOU2470BCGS,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
621,XOU24BCGSR,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
622,XOU24WDZGBR,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
623,C7CDAAS3PD3,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
624,C7CDAAS4PW3,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
625,C7CDABS2RS3,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
626,C7CDABS3RD3,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
627,C7CDABS4RW3,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
628,C7CEBBS2RS3,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
629,C7CEBBS4RW3,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
630,C7CESAS2RS3,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
631,C7CESAS3RD3,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
632,C7CESAS4RW3,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
633,WOSP30100SS,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
634,MSER2090S,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
635,GCST16S1WSS,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
636,PCWK15C1WSS,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
637,SMC2266KS,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
638,SMD2479JS,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
639,PEP9030DTBB,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
640,CES700P3MD1,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
641,PS960YPFS,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
642,PB900YVFS,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
643,PCFE3080AF,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
644,SLER30524SS,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
645,LSEL6333ZE,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
646,KSES530SBE,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
647,GCFG3661AF,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
648,WSGS7530RZ,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
649,CHP90301TBB,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
650,CVM517P3RD1,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
651,PMOS1980AF,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
652,WMMS3330RZ,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
653,KMMF530PBE,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
654,JXGRILL1,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
655,C9TMA2S3PD3,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
656,C9TMA2S4PW3,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
657,C90AAAS2RS3,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
658,C9TMA2SP2PS3,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
659,GDE21EMKES,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
660,FCM16SLWW,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
661,GNE27JYMFS,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
662,CVE28DP3ND1,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
663,GNE25JMKES,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
664,PRFS2883AF,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
665,PAD28BYTFS,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
666,PGE29BYTFS,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
667,ERFD19CGCS,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
668,LT18S2100W,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
669,LT18S2100SS,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
670,EUF17CDBW,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
671,EUF21CDBW,Appliance Dealers Cooperative,Appliance Dealers Cooperative,1.0,False,Clean,1.0
672,TP-1935,,,0.75,True,Missing Manufacturer/Brand,1.0
673,K527APBXR,Senco Products Inc,Senco Products Inc,1.0,False,Clean,1.0
674,603150,National Nail Corp,National Nail Corp,1.0,False,Clean,1.0
675,d10cnk,Prebena,Prebena,1.0,False,Clean,1.0
676,e28cnkha,Prebena,Prebena,1.0,False,Clean,1.0
677,51334,Hunter Fan Co,Hunter Fan Co,1.0,False,Clean,1.0
678,59210,Hunter Fan Co,Hunter,1.0,False,Clean,1.0
679,52485,Hunter Fan Co,Hunter Fan Co,1.0,False,Clean,1.0
680,52486,Hunter Fan Co,Hunter Fan Co,1.0,False,Clean,1.0
681,52487,Hunter Fan Co,Hunter Fan Co,1.0,False,Clean,1.0
682,52488,Hunter Fan Co,Hunter Fan Co,1.0,False,Clean,1.0
