row_index,Mfg_Part_Num,MANUFACTURER_NAME,BRAND_NAME,confidence_score,needs_human_review,review_reason,groundedness_score
683,52655,Hunter Fan Co,Hunter Fan Co,1.0,False,Clean,1.0
684,59261,Hunter Fan Co,Hunter Fan Co,1.0,False,Clean,1.0
685,51731,Hunter Fan Co,Hunter Fan Co,1.0,False,Clean,1.0
686,XLC10ZW,Makita Usa Inc,Makita Usa Inc,1.0,False,Clean,1.0
687,HS-DA,Sabre,Sabre,1.0,False,Clean,1.0
688,73002252,,,0.75,True,Missing Manufacturer/Brand,1.0
689,48-22-8396R,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
690,48-22-8397R,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
691,DCGG581B,Black & Decker/dewlt,Black & Decker/dewlt,1.0,False,Clean,1.0
692,DCGG581GD1,Black & Decker/dewlt,Black & Decker/dewlt,1.0,False,Clean,1.0
693,DWST41092,Black & Decker/dewlt,Black & Decker/dewlt,1.0,False,Clean,1.0
694,156436WHT,Palmer Donavin Mfg Company,DSI Westbury,1.0,False,Clean,1.0
695,173950TBK,Palmer Donavin Mfg Company,Palmer Donavin Mfg Company,1.0,False,Clean,1.0
696,173951TBK,Palmer Donavin Mfg Company,Palmer Donavin Mfg Company,1.0,False,Clean,1.0
697,173952TBK,Palmer Donavin Mfg Company,Palmer Donavin Mfg Company,1.0,False,Clean,1.0
698,1624157,,ANDERSEN,0.925,False,Clean,1.0
699,40025,Marshalltown Trowel,Marshalltown Trowel,1.0,False,Clean,1.0
700,48-22-3301,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
701,48-22-3302,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
702,48-22-3303,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
703,TSDKAP218-G2,Edge Eyewear Inc,Edge Eyewear Inc,1.0,False,Clean,1.0
704,XPAP418,Edge Eyewear Inc,Edge Eyewear Inc,1.0,False,Clean,1.0
705,XDAP419,Edge Eyewear Inc,Edge Eyewear Inc,1.0,False,Clean,1.0
706,XB11PCVS,Edge Eyewear Inc,Edge Eyewear Inc,1.0,False,Clean,1.0
707,KB121VS,Edge Eyewear Inc,Edge Eyewear Inc,1.0,False,Clean,1.0
708,KB126VS,Edge Eyewear Inc,Edge Eyewear Inc,1.0,False,Clean,1.0
709,TC121VS,Edge Eyewear Inc,Edge Eyewear Inc,1.0,False,Clean,1.0
710,TC126VS,Edge Eyewear Inc,Edge Eyewear Inc,1.0,False,Clean,1.0
711,MK113MPAP,Edge Eyewear Inc,Edge Eyewear Inc,1.0,False,Clean,1.0
712,LS117MPAP,Edge Eyewear Inc,Edge Eyewear Inc,1.0,False,Clean,1.0
713,FE-EFX-6L,Ohio Firewatch Protection Inc,Ohio Firewatch Protection Inc,1.0,False,Clean,1.0
714,FE-EFX-9L,Ohio Firewatch Protection Inc,Ohio Firewatch Protection Inc,1.0,False,Clean,1.0
715,1046793,First Alert - B R K Brands,First Alert,1.0,False,Clean,1.0
716,1046870,First Alert - B R K Brands,BRK,1.0,False,Clean,1.0
717,M701B-21L,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
718,M701B-21M,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
719,M701B-21S,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
720,M701B-21XL,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
721,MWUG42010124,Tech Gear 5.7 Inc,Tech Gear 5.7 Inc,1.0,False,Clean,1.0
722,MWUG42010224,Tech Gear 5.7 Inc,Tech Gear 5.7 Inc,1.0,False,Clean,1.0
723,MWUG42010324,Tech Gear 5.7 Inc,Tech Gear 5.7 Inc,1.0,False,Clean,1.0
724,MWUG42010424,Tech Gear 5.7 Inc,Tech Gear 5.7 Inc,1.0,False,Clean,1.0
725,MWUG42010524,Tech Gear 5.7 Inc,Tech Gear 5.7 Inc,1.0,False,Clean,1.0
726,MWUG42010624,Tech Gear 5.7 Inc,Tech Gear 5.7 Inc,1.0,False,Clean,1.0
727,MWUG36010225,Tech Gear 5.7 Inc,Tech Gear 5.7 Inc,1.0,False,Clean,1.0
728,MWUG36010325,Tech Gear 5.7 Inc,Tech Gear 5.7 Inc,1.0,False,Clean,1.0
729,MWUG36010425,Tech Gear 5.7 Inc,Tech Gear 5.7 Inc,1.0,False,Clean,1.0
730,MWUG36010525,Tech Gear 5.7 Inc,Tech Gear 5.7 Inc,1.0,False,Clean,1.0
731,MWUG36010625,Tech Gear 5.7 Inc,Tech Gear 5.7 Inc,1.0,False,Clean,1.0
732,DPG15,Radians,Radians,1.0,False,Clean,1.0
733,F200B-21L,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
734,F200B-21M,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
735,M200B-21L,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
736,M200B-21M,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
737,M200B-21XL,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
738,M200G-21L,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
739,M200G-21M,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
740,M200G-21XL,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
741,48-11-2330,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
742,DCBP250C,Black & Decker/dewlt,DEWALT®,1.0,False,Clean,1.0
743,5328,,,0.75,True,Missing Manufacturer/Brand,1.0
744,3200-20,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
745,3202-20,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
746,3203-20,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
747,BC-12300,Woodpeckers Inc,Woodpeckers Inc,1.0,False,Clean,1.0
748,BC-24600,Woodpeckers Inc,Woodpeckers Inc,1.0,False,Clean,1.0
749,DW08302CG,Black & Decker/dewlt,DEWALT®,1.0,False,Clean,1.0
750,GCL165-42GL,Robt Bosch Tool Corp,Robt Bosch Tool Corp,1.0,False,Clean,1.0
751,DW08802CG,Black & Decker/dewlt,DEWALT®,1.0,False,Clean,1.0
752,DW088CG,Black & Decker/dewlt,DEWALT®,1.0,False,Clean,1.0
753,DW089CG,Black & Decker/dewlt,DEWALT®,1.0,False,Clean,1.0
754,DCLE34520GB,Black & Decker/dewlt,DEWALT®,1.0,False,Clean,1.0
755,DCLE34031B,Black & Decker/dewlt,DEWALT®,1.0,False,Clean,1.0
756,DW0822CG,Black & Decker/dewlt,DEWALT®,1.0,False,Clean,1.0
757,25459,U S Tape Company,U S Tape Company,1.0,False,Clean,1.0
758,35459,U S Tape Company,U S Tape Company,1.0,False,Clean,1.0
759,25759,U S Tape Company,U S Tape Company,1.0,False,Clean,1.0
760,35112,U S Tape Company,U S Tape Company,1.0,False,Clean,1.0
761,35115,U S Tape Company,U S Tape Company,1.0,False,Clean,1.0
762,25168,U S Tape Company,CENTURY COMPONENTS,1.0,False,Clean,1.0
763,35468,U S Tape Company,U S Tape Company,1.0,False,Clean,1.0
764,35494,U S Tape Company,U S Tape Company,1.0,False,Clean,1.0
765,MLSQ0120,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
766,MLSQ1120,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
767,55227,Amana Tool Corp,Amana Tool Corp,1.0,False,Clean,1.0
768,37300952,,,0.75,True,Missing Manufacturer/Brand,1.0
769,6008,Whiteside Machine & Repair Co,Whiteside Machine & Repair Co,1.0,False,Clean,1.0
770,6009,Whiteside Machine & Repair Co,Whiteside Machine & Repair Co,1.0,False,Clean,1.0
771,3000A,Whiteside Machine & Repair Co,Whiteside Machine & Repair Co,1.0,False,Clean,1.0
772,MID6630201US,Mirka Abrasives Inc,Mirka Abrasives Inc,1.0,False,Clean,1.0
773,DCF6202,Black & Decker/dewlt,DEWALT®,1.0,False,Clean,1.0
774,25468,U S Tape Company,U S Tape Company,1.0,False,Clean,1.0
775,25762,U S Tape Company,U S Tape Company,1.0,False,Clean,1.0
776,21839NN,,Nicholson,0.925,False,Clean,1.0
777,VN56920,Marshalltown Trowel,Marshalltown Trowel,1.0,False,Clean,1.0
778,133164,Wera Tools NA Inc,Wera Tools NA Inc,1.0,False,Clean,1.0
779,DWHT10993,Black & Decker/dewlt,DEWALT®,1.0,False,Clean,1.0
780,DWHT10994,Black & Decker/dewlt,DEWALT®,1.0,False,Clean,1.0
781,QB22RU,Vessel Tools USA Inc,Vessel Tools USA Inc,1.0,False,Clean,1.0
782,QB22KU,Vessel Tools USA Inc,Vessel Tools USA Inc,1.0,False,Clean,1.0
783,AVM6EV,Malco Prod,Malco Prod,1.0,False,Clean,1.0
784,AVM6EV,Malco Prod,Malco Prod,1.0,False,Clean,1.0
785,DSA0250B,Freud Inc,DIABLO®,1.0,False,Clean,1.0
786,DSA0375B,Freud Inc,DIABLO®,1.0,False,Clean,1.0
787,DSA0500B,Freud Inc,DIABLO®,1.0,False,Clean,1.0
788,42-04-9107,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
789,48-22-9491,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
790,DWMT45422,Black & Decker/dewlt,Black & Decker/dewlt,1.0,False,Clean,1.0
791,DWMT45424,Black & Decker/dewlt,Black & Decker/dewlt,1.0,False,Clean,1.0
792,48-22-9483,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
793,48-22-9484,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
794,48-22-9485,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
795,48-44-2770,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
796,IWHT48441RC,Irwin Industrial Tools,Irwin,1.0,False,Clean,1.0
797,XRU23SM1,Makita Usa Inc,Makita Usa Inc,1.0,False,Clean,1.0
798,XRU15PT1,Makita Usa Inc,Makita Usa Inc,1.0,False,Clean,1.0
799,XRU23Z,Makita Usa Inc,Makita Usa Inc,1.0,False,Clean,1.0
800,0887-20,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
801,DCBL724B,Black & Decker/dewlt,Black & Decker/dewlt,1.0,False,Clean,1.0
802,2954-20,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
803,2955-20,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
804,9A-219-180,Mirka Abrasives Inc,Mirka Abrasives Inc,1.0,False,Clean,1.0
805,9A-219-120RP,Mirka Abrasives Inc,Mirka Abrasives Inc,1.0,False,Clean,1.0
806,3033-20,Milwaukee Accessory,MILWAUKEE®,1.0,False,Clean,1.0
807,3033-21,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
808,3034-20,Milwaukee Accessory,MILWAUKEE®,1.0,False,Clean,1.0
809,D25333K,Black & Decker/dewlt,Black & Decker/dewlt,1.0,False,Clean,1.0
810,DCD803B,Black & Decker/dewlt,Black & Decker/dewlt,1.0,False,Clean,1.0
811,DCF860B,Black & Decker/dewlt,Black & Decker/dewlt,1.0,False,Clean,1.0
812,3401-20,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
813,KPTDR050A,Kreg Tool Company,Kreg Tool Company,1.0,False,Clean,1.0
814,DCD1007B,Black & Decker/dewlt,DEWALT®,1.0,False,Clean,1.0
815,DCD799B,Black & Decker/dewlt,Black & Decker/dewlt,1.0,False,Clean,1.0
816,58006,King Canada Inc,King Canada Inc,1.0,False,Clean,1.0
817,2909-20,Milwaukee Accessory,MILWAUKEE®,1.0,False,Clean,1.0
818,2909-21,Milwaukee Accessory,MILWAUKEE®,1.0,False,Clean,1.0
819,918200,National Nail Corp,National Nail Corp,1.0,False,Clean,1.0
820,2541-20,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
821,DCN930B,Black & Decker/dewlt,DEWALT®,1.0,False,Clean,1.0
822,DCN930P1,Black & Decker/dewlt,DEWALT®,1.0,False,Clean,1.0
823,XNB04Z,Makita Usa Inc,Makita Usa Inc,1.0,False,Clean,1.0
824,XNB05Z,Makita Usa Inc,Makita Usa Inc,1.0,False,Clean,1.0
825,XNB06Z,Makita Usa Inc,Makita Usa Inc,1.0,False,Clean,1.0
826,XNB07Z,Makita Usa Inc,Makita Usa Inc,1.0,False,Clean,1.0
827,DZN930,Black & Decker/dewlt,Black & Decker/dewlt,1.0,False,Clean,1.0
828,220USB25U,Vessel Tools USA Inc,Vessel Tools USA Inc,1.0,False,Clean,1.0
829,XRF03Z,Makita Usa Inc,Makita Usa Inc,1.0,False,Clean,1.0
830,220USBP5U,Vessel Tools USA Inc,Vessel Tools USA Inc,1.0,False,Clean,1.0
831,49-66-4567,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
832,IBMG90K003,Vessel Tools USA Inc,Vessel Tools USA Inc,1.0,False,Clean,1.0
833,IBPH250P15T,Vessel Tools USA Inc,Vessel Tools USA Inc,1.0,False,Clean,1.0
834,DPH12B,Freud Inc,DIABLO®,1.0,False,Clean,1.0
835,DPH135B,Freud Inc,DIABLO®,1.0,False,Clean,1.0
836,DPH21B,Freud Inc,DIABLO®,1.0,False,Clean,1.0
837,DPH22B,Freud Inc,DIABLO®,1.0,False,Clean,1.0
838,DPH235B,Freud Inc,DIABLO®,1.0,False,Clean,1.0
839,DPH26B,Freud Inc,DIABLO®,1.0,False,Clean,1.0
840,DPH2R1B,Freud Inc,DIABLO®,1.0,False,Clean,1.0
841,DPH31B,Freud Inc,DIABLO®,1.0,False,Clean,1.0
842,DPH32B,Freud Inc,DIABLO®,1.0,False,Clean,1.0
843,DPH335B,Freud Inc,DIABLO®,1.0,False,Clean,1.0
844,DSQ12B,Freud Inc,DIABLO®,1.0,False,Clean,1.0
845,DSQ22B,Freud Inc,DIABLO®,1.0,False,Clean,1.0
846,DSQ26B,Freud Inc,DIABLO®,1.0,False,Clean,1.0
847,DSQ32B,Freud Inc,DIABLO®,1.0,False,Clean,1.0
848,DT102B,Freud Inc,DIABLO®,1.0,False,Clean,1.0
849,DT152B,Freud Inc,DIABLO®,1.0,False,Clean,1.0
850,DT1535B,Freud Inc,DIABLO®,1.0,False,Clean,1.0
851,DT202B,Freud Inc,DIABLO®,1.0,False,Clean,1.0
852,DT2035B,Freud Inc,DIABLO®,1.0,False,Clean,1.0
853,DT206B,Freud Inc,DIABLO®,1.0,False,Clean,1.0
854,DT252B,Freud Inc,DIABLO®,1.0,False,Clean,1.0
855,DT2535B,Freud Inc,DIABLO®,1.0,False,Clean,1.0
856,DT256B,Freud Inc,DIABLO®,1.0,False,Clean,1.0
857,DT302B,Freud Inc,DIABLO®,1.0,False,Clean,1.0
858,DT402B,Freud Inc,DIABLO®,1.0,False,Clean,1.0
859,DDWSSB,Freud Inc,DIABLO®,1.0,False,Clean,1.0
860,191V02-0,Makita Usa Inc,Makita Usa Inc,1.0,False,Clean,1.0
861,XTS02Z,Makita Usa Inc,Makita Usa Inc,1.0,False,Clean,1.0
862,DCF809D1,Black & Decker/dewlt,DEWALT®,1.0,False,Clean,1.0
863,2761-20,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
864,2761-22,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
865,3450-20,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
866,KPTDV025A,Kreg Tool Company,Kreg Tool Company,1.0,False,Clean,1.0
867,3048-20,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
868,3049-20,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
869,2563-20,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
870,DCF961B,Black & Decker/dewlt,DEWALT®,1.0,False,Clean,1.0
871,DCF964B,Black & Decker/dewlt,DEWALT®,1.0,False,Clean,1.0
872,2563P-20,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
873,DCF921P2,Black & Decker/dewlt,Black & Decker/dewlt,1.0,False,Clean,1.0
874,XLT03Z,Makita Usa Inc,Makita Usa Inc,1.0,False,Clean,1.0
875,XLT04Z,Makita Usa Inc,Makita Usa Inc,1.0,False,Clean,1.0
876,XLT05Z,Makita Usa Inc,Makita Usa Inc,1.0,False,Clean,1.0
877,DCF510B,Black & Decker/dewlt,DEWALT®,1.0,False,Clean,1.0
878,3052-20,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
879,3054-20,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
880,DCF513EB,Black & Decker/dewlt,Black & Decker/dewlt,1.0,False,Clean,1.0
881,XVP01Z,Makita Usa Inc,Makita Usa Inc,1.0,False,Clean,1.0
882,DCM200B,Black & Decker/dewlt,DEWALT®,1.0,False,Clean,1.0
883,DCG410B,Black & Decker/dewlt,DEWALT®,1.0,False,Clean,1.0
884,DCG460B,Black & Decker/dewlt,DEWALT®,1.0,False,Clean,1.0
885,DCG402B,Black & Decker/dewlt,Black & Decker/dewlt,1.0,False,Clean,1.0
886,3485-20,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
887,DCG420B,Black & Decker/dewlt,Black & Decker/dewlt,1.0,False,Clean,1.0
888,DCG422B,Black & Decker/dewlt,Black & Decker/dewlt,1.0,False,Clean,1.0
889,924422,,,0.75,True,Missing Manufacturer/Brand,1.0
890,DCW620B,Black & Decker/dewlt,Black & Decker/dewlt,1.0,False,Clean,1.0
891,2535-20,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
892,2837-20,Milwaukee Accessory,MILWAUKEE®,1.0,False,Clean,1.0
893,577728,Festool USA,Festool USA,1.0,False,Clean,1.0
894,577738,Festool USA,Festool USA,1.0,False,Clean,1.0
895,KPTRS500A,Kreg Tool Company,Kreg Tool Company,1.0,False,Clean,1.0
896,24-35M-320,Mirka Abrasives Inc,Mirka Abrasives Inc,1.0,False,Clean,1.0
897,9A-129-120,Mirka Abrasives Inc,Mirka Abrasives Inc,1.0,False,Clean,1.0
898,578800,Festool USA,Festool USA,1.0,False,Clean,1.0
899,578801,Festool USA,Festool USA,1.0,False,Clean,1.0
900,578802,Festool USA,Festool USA,1.0,False,Clean,1.0
901,578808,Festool USA,Festool USA,1.0,False,Clean,1.0
902,578809,Festool USA,Festool USA,1.0,False,Clean,1.0
903,578810,Festool USA,Festool USA,1.0,False,Clean,1.0
904,578811,Festool USA,Festool USA,1.0,False,Clean,1.0
905,578192,Festool USA,Festool USA,1.0,False,Clean,1.0
906,578806,Festool USA,Festool USA,1.0,False,Clean,1.0
907,D0860X,Freud Inc,Freud Inc,1.0,False,Clean,1.0
908,48-40-0740,Milwaukee Accessory,MILWAUKEE®,1.0,False,Clean,1.0
909,48-41-0740,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
910,A-96095,Makita Usa Inc,Makita Usa Inc,1.0,False,Clean,1.0
911,D0760UX,Freud Inc,DIABLO®,1.0,False,Clean,1.0
912,230.312.08,CMT USA Inc,CMT USA Inc,1.0,False,Clean,1.0
913,D0708LF,Freud Inc,Freud Inc,1.0,False,Clean,1.0
914,D1012LF,Freud Inc,Freud Inc,1.0,False,Clean,1.0
915,D1216LF,Freud Inc,Freud Inc,1.0,False,Clean,1.0
916,DWA47421,Black & Decker/dewlt,DEWALT®,1.0,False,Clean,1.0
917,DWA4769,Black & Decker/dewlt,Black & Decker/dewlt,1.0,False,Clean,1.0
918,49-93-9204,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
919,49-93-9207,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
920,49-93-9210,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
921,49-93-9202,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
922,49-93-9205,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
923,49-22-4702,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
924,DJT155HHM,Freud Inc,Freud Inc,1.0,False,Clean,1.0
925,790.82,CMT USA Inc,CMT USA Inc,1.0,False,Clean,1.0
926,794.321,CMT USA Inc,CMT USA Inc,1.0,False,Clean,1.0
927,49-22-5641,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
928,D0604TSH,Freud Inc,Freud Inc,1.0,False,Clean,1.0
929,D0620TSR,Freud Inc,Freud Inc,1.0,False,Clean,1.0
930,D0648TSF,Freud Inc,Freud Inc,1.0,False,Clean,1.0
931,D0652TSL,Freud Inc,Freud Inc,1.0,False,Clean,1.0
932,JT1-549,JPW Industries,JPW Industries,1.0,False,Clean,1.0
933,JT1-1371,JPW Industries,JPW Industries,1.0,False,Clean,1.0
934,JT9-714400K,JPW Industries,JPW Industries,1.0,False,Clean,1.0
935,2834-21HD,Milwaukee Accessory,MILWAUKEE®,1.0,False,Clean,1.0
936,DCS383B,Black & Decker/dewlt,Black & Decker/dewlt,1.0,False,Clean,1.0
937,DCS590B,Black & Decker/dewlt,DEWALT®,1.0,False,Clean,1.0
938,KPTCS725A,Kreg Tool Company,Kreg Tool Company,1.0,False,Clean,1.0
939,KPTCS450A,Kreg Tool Company,Kreg Tool Company,1.0,False,Clean,1.0
940,2545-20,Milwaukee Accessory,MILWAUKEE®,1.0,False,Clean,1.0
941,KPTJS100A,Kreg Tool Company,Kreg Tool Company,1.0,False,Clean,1.0
942,DCS714B,Black & Decker/dewlt,Black & Decker/dewlt,1.0,False,Clean,1.0
943,DCS785B,Black & Decker/dewlt,Black & Decker/dewlt,1.0,False,Clean,1.0
944,GSL02M1,Makita Usa Inc,Makita Usa Inc,1.0,False,Clean,1.0
945,DW7029,Black & Decker/dewlt,Black & Decker/dewlt,1.0,False,Clean,1.0
946,DCS384B,Black & Decker/dewlt,DEWALT®,1.0,False,Clean,1.0
947,XRJ08Z,Makita Usa Inc,Makita Usa Inc,1.0,False,Clean,1.0
948,G0771Z,Woodstock Intl,Woodstock Intl,1.0,False,Clean,1.0
949,TS1017,Robt Bosch Tool Corp,Robt Bosch Tool Corp,1.0,False,Clean,1.0
950,XT524,Bow Products,Bow Products,1.0,False,Clean,1.0
951,XT536,Bow Products,Bow Products,1.0,False,Clean,1.0
952,XT546,Bow Products,Bow Products,1.0,False,Clean,1.0
953,XTP235,Bow Products,Bow Products,1.0,False,Clean,1.0
954,TGP2-FA,Saw Stop LLC,Saw Stop LLC,1.0,False,Clean,1.0
955,ATGI-FA,Saw Stop LLC,Saw Stop LLC,1.0,False,Clean,1.0
956,ATGP-FA,Saw Stop LLC,Saw Stop LLC,1.0,False,Clean,1.0
957,TGI2-FA,Saw Stop LLC,Saw Stop LLC,1.0,False,Clean,1.0
958,TGI2-T36A,Saw Stop LLC,Saw Stop LLC,1.0,False,Clean,1.0
959,KPTBPS100A,Kreg Tool Company,Kreg Tool Company,1.0,False,Clean,1.0
960,DCB606C,Black & Decker/dewlt,Black & Decker/dewlt,1.0,False,Clean,1.0
961,BL1850BDC1,Makita Usa Inc,Makita Usa Inc,1.0,False,Clean,1.0
962,DCB205C,Black & Decker/dewlt,DEWALT®,1.0,False,Clean,1.0
963,DCB2108,Black & Decker/dewlt,DEWALT®,1.0,False,Clean,1.0
964,DCB2108-2,Black & Decker/dewlt,Black & Decker/dewlt,1.0,False,Clean,1.0
965,VB0212,Senco Products Inc,Senco Products Inc,1.0,False,Clean,1.0
966,BCB2A20A,Kreg Tool Company,Kreg Tool Company,1.0,False,Clean,1.0
967,BATT4A,Kreg Tool Company,Kreg Tool Company,1.0,False,Clean,1.0
968,BATT2A,Kreg Tool Company,Kreg Tool Company,1.0,False,Clean,1.0
969,BL1850BDC2X1,Makita Usa Inc,Makita Usa Inc,1.0,False,Clean,1.0
970,48-11-2422,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
971,DCB1104,Black & Decker/dewlt,Black & Decker/dewlt,1.0,False,Clean,1.0
972,48-59-1804,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
973,CRGR401A,Kreg Tool Company,Kreg Tool Company,1.0,False,Clean,1.0
974,48-59-1211,Milwaukee Accessory,MILWAUKEE®,1.0,False,Clean,1.0
975,2847-20,Milwaukee Accessory,Milwaukee Accessory,1.0,False,Clean,1.0
976,DWV9401,Black & Decker/dewlt,Black & Decker/dewlt,1.0,False,Clean,1.0
977,578512,Festool USA,Festool USA,1.0,False,Clean,1.0
978,577871,Festool USA,Festool USA,1.0,False,Clean,1.0
979,577874,Festool USA,Festool USA,1.0,False,Clean,1.0
980,577876,Festool USA,Festool USA,1.0,False,Clean,1.0
981,578441,Festool USA,Festool USA,1.0,False,Clean,1.0
982,DCK225D2,Black & Decker/dewlt,DEWALT®,1.0,False,Clean,1.0
983,DCK2101QQ2,Black & Decker/dewlt,Black & Decker/dewlt,1.0,False,Clean,1.0
984,4000-2/32,Robt Bosch Tool Corp,Dremel,1.0,False,Clean,1.0
985,3100-1/15,Robt Bosch Tool Corp,Dremel,1.0,False,Clean,1.0
986,T-90043,Makita Usa Inc,Makita Usa Inc,1.0,False,Clean,1.0
987,T-90059,Makita Usa Inc,Makita Usa Inc,1.0,False,Clean,1.0
988,T-90065,Makita Usa Inc,Makita Usa Inc,1.0,False,Clean,1.0
989,10047VS,Oliver Machinery Company,Oliver Machinery Company,1.0,False,Clean,1.0
990,MAG:2044-230-1,J&G Machinery,J&G Machinery,1.0,False,Clean,1.0
991,XTP242,Bow Products,Bow Products,1.0,False,Clean,1.0
992,AAS-P,Woodpeckers Inc,Woodpeckers Inc,1.0,False,Clean,1.0
993,SSCMS,Woodpeckers Inc,Woodpeckers Inc,1.0,False,Clean,1.0
994,4225.201,Oliver Machinery Company,Oliver Machinery Company,1.0,False,Clean,1.0
995,KC-426C,King Canada Inc,King Canada Inc,1.0,False,Clean,1.0
996,10045.201,Oliver Machinery Company,Oliver Machinery Company,1.0,False,Clean,1.0
997,10014.201,Oliver Machinery Company,Oliver Machinery Company,1.0,False,Clean,1.0
998,4430.201,Oliver Machinery Company,Oliver Machinery Company,1.0,False,Clean,1.0
999,10055.201,Oliver Machinery Company,Oliver Machinery Company,1.0,False,Clean,1.0
1000,T27417,Woodstock Intl,Woodstock Intl,1.0,False,Clean,1.0
